name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
Celtcast,celtcast,,The Netherlands,http://celtcast.com/,"[""celtic"", ""folk"", ""only music"", ""viking""]","CeltCast.com | Community radio &#8211; Celtic, Viking, Pagan and Folk music","{""top"": [{""count"": 111, ""genre"": ""folk""}, {""count"": 63, ""genre"": ""celtic""}, {""count"": 43, ""genre"": ""medieval""}, {""count"": 28, ""genre"": ""classical""}, {""count"": 18, ""genre"": ""folk rock""}, {""count"": 14, ""genre"": ""rock""}, {""count"": 13, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""neofolk""}], ""totalCount"": 1708, ""unknownCount"": 1572}","{""top"": [{""count"": 111, ""genre"": ""folk""}, {""count"": 63, ""genre"": ""celtic""}, {""count"": 43, ""genre"": ""medieval""}, {""count"": 28, ""genre"": ""classical""}, {""count"": 18, ""genre"": ""folk rock""}, {""count"": 14, ""genre"": ""rock""}, {""count"": 13, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""neofolk""}], ""updatedAt"": ""2026-09-16T19:14:42.371Z"", ""sampleSize"": 3816, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:31.730Z"", ""excludedCount"": 55, ""genreCoverage"": 0.08018867924528301, ""readinessTier"": ""ready"", ""resolvedCount"": 1696, ""resolutionRate"": 0.4444444444444444, ""datedTrackCount"": 1619, ""genreTaggedCount"": 136, ""uniqueTrackCount"": 1265, ""uniqueArtistCount"": 423, ""unknownGenreCount"": 1560, ""datedTrackCoverage"": 0.9545990566037735}",curated,radio_browser,,f
Championshipvinyl,championshipvinyl,,Germany,https://laut.fm/championshipvinyl,"[""acoustic"", ""folk"", ""indie"", ""indie folk""]",,"{""top"": [{""count"": 2168, ""genre"": ""rock""}, {""count"": 1248, ""genre"": ""indie rock""}, {""count"": 814, ""genre"": ""alternative rock""}, {""count"": 785, ""genre"": ""electronic""}, {""count"": 520, ""genre"": ""pop""}, {""count"": 317, ""genre"": ""ambient""}, {""count"": 295, ""genre"": ""downtempo""}, {""count"": 284, ""genre"": ""folk""}], ""totalCount"": 10093, ""unknownCount"": 7190}","{""top"": [{""count"": 2168, ""genre"": ""rock""}, {""count"": 1248, ""genre"": ""indie rock""}, {""count"": 814, ""genre"": ""alternative rock""}, {""count"": 785, ""genre"": ""electronic""}, {""count"": 520, ""genre"": ""pop""}, {""count"": 317, ""genre"": ""ambient""}, {""count"": 295, ""genre"": ""downtempo""}, {""count"": 284, ""genre"": ""folk""}], ""updatedAt"": ""2026-09-16T19:22:44.759Z"", ""sampleSize"": 10654, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:21:57.662Z"", ""excludedCount"": 1314, ""genreCoverage"": 0.30678685047720045, ""readinessTier"": ""ready"", ""resolvedCount"": 9430, ""resolutionRate"": 0.885113572367186, ""datedTrackCount"": 7905, ""genreTaggedCount"": 2893, ""uniqueTrackCount"": 444, ""uniqueArtistCount"": 137, ""unknownGenreCount"": 6537, ""datedTrackCoverage"": 0.8382820784729587}",curated,radio_browser,,f
Chill Lounge Florida (USA) 128k mp3,chill-lounge-florida-usa-128k-mp3,,The United States Of America,https://vip2.fastcast4u.com/proxy/chillfla?mp=/1,"[""ambient"", ""chill"", ""chillout"", ""lounge""]",,"{""top"": [{""count"": 3, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""jazz""}, {""count"": 3, ""genre"": ""smooth jazz""}, {""count"": 1, ""genre"": ""contemporary jazz""}, {""count"": 1, ""genre"": ""crossover jazz""}, {""count"": 1, ""genre"": ""lounge""}, {""count"": 1, ""genre"": ""nu jazz""}], ""totalCount"": 490, ""unknownCount"": 485}","{""top"": [{""count"": 3, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""jazz""}, {""count"": 3, ""genre"": ""smooth jazz""}, {""count"": 1, ""genre"": ""contemporary jazz""}, {""count"": 1, ""genre"": ""crossover jazz""}, {""count"": 1, ""genre"": ""lounge""}, {""count"": 1, ""genre"": ""nu jazz""}], ""updatedAt"": ""2026-09-16T19:12:22.968Z"", ""sampleSize"": 926, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-11T17:51:14.514Z"", ""excludedCount"": 97, ""genreCoverage"": 0.011904761904761904, ""readinessTier"": ""insufficient"", ""resolvedCount"": 420, ""resolutionRate"": 0.4535637149028078, ""datedTrackCount"": 395, ""genreTaggedCount"": 5, ""uniqueTrackCount"": 304, ""uniqueArtistCount"": 192, ""unknownGenreCount"": 415, ""datedTrackCoverage"": 0.9404761904761905}",curated,radio_browser,,f
CoSTa's Ambient Radio,costa-s-ambient-radio,,Poland,https://pc.costa-server.info.pl:11020/public/costas_ambient_radio,"[""ambient"", ""electronic"", ""psybient""]",,"{""top"": [{""count"": 8, ""genre"": ""ambient""}, {""count"": 8, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""dark ambient""}, {""count"": 3, ""genre"": ""idm""}, {""count"": 3, ""genre"": ""new age""}, {""count"": 2, ""genre"": ""chillout""}, {""count"": 2, ""genre"": ""downtempo""}, {""count"": 2, ""genre"": ""drone""}], ""totalCount"": 55, ""unknownCount"": 44}","{""top"": [{""count"": 8, ""genre"": ""ambient""}, {""count"": 8, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""dark ambient""}, {""count"": 3, ""genre"": ""idm""}, {""count"": 3, ""genre"": ""new age""}, {""count"": 2, ""genre"": ""chillout""}, {""count"": 2, ""genre"": ""downtempo""}, {""count"": 2, ""genre"": ""drone""}], ""updatedAt"": ""2026-09-16T19:12:10.564Z"", ""sampleSize"": 83, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-06T04:19:34.598Z"", ""excludedCount"": 0, ""genreCoverage"": 0.2, ""readinessTier"": ""ready"", ""resolvedCount"": 55, ""resolutionRate"": 0.6626506024096386, ""datedTrackCount"": 51, ""genreTaggedCount"": 11, ""uniqueTrackCount"": 51, ""uniqueArtistCount"": 48, ""unknownGenreCount"": 44, ""datedTrackCoverage"": 0.9272727272727272}",curated,radio_browser,,f
Concertzender De Gehoorde Stilte,concertzender-de-gehoorde-stilte,,The Netherlands,https://www.concertzender.nl/programma_genre/hedendaagse-muziek/,"[""ambient""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 2, ""unknownCount"": 2}","{""top"": [], ""updatedAt"": ""2026-09-16T19:27:39.656Z"", ""sampleSize"": 76, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T03:20:53.521Z"", ""excludedCount"": 19, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 0.013157894736842105, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
Concertzender Folk it!,concertzender-folk-it,,The Netherlands,https://www.concertzender.nl/programma_genre/wereldmuziek/,"[""folk"", ""world"", ""world music""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 3, ""unknownCount"": 3}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:59.071Z"", ""sampleSize"": 80, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:40:29.821Z"", ""excludedCount"": 164, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 0.0125, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Concertzender Oriënt Express,concertzender-ori-nt-express,,The Netherlands,https://www.concertzender.nl/programma_genre/wereldmuziek/,"[""world"", ""world music""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 4, ""unknownCount"": 4}","{""top"": [], ""updatedAt"": ""2026-09-16T19:24:46.558Z"", ""sampleSize"": 74, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-15T13:46:28.343Z"", ""excludedCount"": 98, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Concertzender Solta a Franga,concertzender-solta-a-franga,,The Netherlands,https://www.concertzender.nl/programma_genre/wereldmuziek/,"[""world"", ""world music""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 2, ""unknownCount"": 2}","{""top"": [], ""updatedAt"": ""2026-09-16T19:22:21.986Z"", ""sampleSize"": 91, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T00:35:32.937Z"", ""excludedCount"": 155, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 0.01098901098901099, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Concertzender Wereldmuziek,concertzender-wereldmuziek,,The Netherlands,https://www.concertzender.nl/programma_genre/wereldmuziek/,"[""world"", ""world music""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 8, ""unknownCount"": 8}","{""top"": [], ""updatedAt"": ""2026-09-16T19:20:55.976Z"", ""sampleSize"": 66, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:43:27.745Z"", ""excludedCount"": 130, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 2, ""resolutionRate"": 0.030303030303030304, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 2, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Concertzender X-Rated,concertzender-x-rated,,The Netherlands,https://www.concertzender.nl/programma_genre/crosslinks/,"[""ambient"", ""avant-garde"", ""electronics"", ""experimental"", ""industrial""]",De Concertzender is er voor muziekliefhebbers die het avontuur niet schuwen. Onder het motto,"{""top"": [], ""totalCount"": 3, ""unknownCount"": 3}","{""top"": [], ""updatedAt"": ""2026-09-16T19:15:50.866Z"", ""sampleSize"": 78, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:43:44.619Z"", ""excludedCount"": 86, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
Cool Radio,cool-radio,,Serbia,http://www.coolradio.rs/,"[""folk""]",,"{""top"": [], ""totalCount"": 153, ""unknownCount"": 153}","{""top"": [], ""updatedAt"": ""2026-09-16T19:13:52.162Z"", ""sampleSize"": 707, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-26T01:02:57.780Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 153, ""resolutionRate"": 0.2164073550212164, ""datedTrackCount"": 149, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 73, ""uniqueArtistCount"": 43, ""unknownGenreCount"": 153, ""datedTrackCoverage"": 0.9738562091503268}",curated,radio_browser,,f
Cryosleep,cryosleep,,The United States Of America,http://www.echoesofbluemars.org/cryosleep.php,"[""ambient"", ""calm"", ""music"", ""nobeat"", ""sleep"", ""space""]",,"{""top"": [{""count"": 825, ""genre"": ""electronic""}, {""count"": 808, ""genre"": ""ambient""}, {""count"": 225, ""genre"": ""new age""}, {""count"": 170, ""genre"": ""dark ambient""}, {""count"": 137, ""genre"": ""downtempo""}, {""count"": 82, ""genre"": ""experimental""}, {""count"": 54, ""genre"": ""modern classical""}, {""count"": 41, ""genre"": ""psytrance""}], ""totalCount"": 1734, ""unknownCount"": 884}","{""top"": [{""count"": 825, ""genre"": ""electronic""}, {""count"": 808, ""genre"": ""ambient""}, {""count"": 225, ""genre"": ""new age""}, {""count"": 170, ""genre"": ""dark ambient""}, {""count"": 137, ""genre"": ""downtempo""}, {""count"": 82, ""genre"": ""experimental""}, {""count"": 54, ""genre"": ""modern classical""}, {""count"": 41, ""genre"": ""psytrance""}], ""updatedAt"": ""2026-09-16T19:11:37.958Z"", ""sampleSize"": 2910, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:29:20.555Z"", ""excludedCount"": 19, ""genreCoverage"": 0.49019607843137253, ""readinessTier"": ""ready"", ""resolvedCount"": 1734, ""resolutionRate"": 0.5958762886597938, ""datedTrackCount"": 1625, ""genreTaggedCount"": 850, ""uniqueTrackCount"": 193, ""uniqueArtistCount"": 58, ""unknownGenreCount"": 884, ""datedTrackCoverage"": 0.9371395617070357}",curated,radio_browser,,f
Culture Failure,culture-failure,,The United States Of America,https://culturefailure.com/,"[""ambient"", ""electronic"", ""minimal"", ""noise""]",,"{""top"": [{""count"": 2884, ""genre"": ""electronic""}, {""count"": 2866, ""genre"": ""ambient""}, {""count"": 1963, ""genre"": ""idm""}, {""count"": 1787, ""genre"": ""downtempo""}, {""count"": 526, ""genre"": ""experimental""}, {""count"": 351, ""genre"": ""dance""}, {""count"": 350, ""genre"": ""chillout""}, {""count"": 230, ""genre"": ""dark ambient""}], ""totalCount"": 5623, ""unknownCount"": 2257}","{""top"": [{""count"": 2884, ""genre"": ""electronic""}, {""count"": 2866, ""genre"": ""ambient""}, {""count"": 1963, ""genre"": ""idm""}, {""count"": 1787, ""genre"": ""downtempo""}, {""count"": 526, ""genre"": ""experimental""}, {""count"": 351, ""genre"": ""dance""}, {""count"": 350, ""genre"": ""chillout""}, {""count"": 230, ""genre"": ""dark ambient""}], ""updatedAt"": ""2026-09-16T19:17:01.959Z"", ""sampleSize"": 7032, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:13:33.466Z"", ""excludedCount"": 11, ""genreCoverage"": 0.5987193169690501, ""readinessTier"": ""ready"", ""resolvedCount"": 5622, ""resolutionRate"": 0.7994880546075085, ""datedTrackCount"": 5218, ""genreTaggedCount"": 3366, ""uniqueTrackCount"": 483, ""uniqueArtistCount"": 84, ""unknownGenreCount"": 2256, ""datedTrackCoverage"": 0.928139452152259}",curated,radio_browser,,f
DARK ZERO RADIO,dark-zero-radio,,Germany,https://dark-zero-radio.com/,"[""dark wave"", ""ebm"", ""futurepop"", ""gothic"", ""gothic-rock"", ""industrial"", ""new beat."", ""new wave"", ""post-punk"", ""synth-pop""]","Dark-Zero-Radio is an online radio station based in Germany, specializing in Darkwave, EBM, Futurepop, Gothic Rock, Industrial, New Beat, New Wave, Post-Punk, Synthpop, NDH, and Melodic Rock. Founded in March 2018, it delivers an exciting mix of alternative and underground music ",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:17:26.057Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
DEEP IN SPACE,deep-in-space,,The Russian Federation,https://deepinspace.ru/,"[""ambi"", ""ambient"", ""chillout"", ""deep space"", ""space music""]",DEEP IN SPACE - space travel music. Музыка для космических путешествий,"{""top"": [{""count"": 71, ""genre"": ""ambient""}, {""count"": 51, ""genre"": ""electronic""}, {""count"": 36, ""genre"": ""space ambient""}, {""count"": 23, ""genre"": ""dub techno""}, {""count"": 20, ""genre"": ""downtempo""}, {""count"": 18, ""genre"": ""berlin school""}, {""count"": 15, ""genre"": ""ambient techno""}, {""count"": 9, ""genre"": ""ambient dub""}], ""totalCount"": 1520, ""unknownCount"": 1385}","{""top"": [{""count"": 71, ""genre"": ""ambient""}, {""count"": 51, ""genre"": ""electronic""}, {""count"": 36, ""genre"": ""space ambient""}, {""count"": 23, ""genre"": ""dub techno""}, {""count"": 20, ""genre"": ""downtempo""}, {""count"": 18, ""genre"": ""berlin school""}, {""count"": 15, ""genre"": ""ambient techno""}, {""count"": 9, ""genre"": ""ambient dub""}], ""updatedAt"": ""2026-09-16T19:11:53.963Z"", ""sampleSize"": 3693, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:33.425Z"", ""excludedCount"": 54, ""genreCoverage"": 0.09018036072144289, ""readinessTier"": ""ready"", ""resolvedCount"": 1497, ""resolutionRate"": 0.40536149471974003, ""datedTrackCount"": 1466, ""genreTaggedCount"": 135, ""uniqueTrackCount"": 177, ""uniqueArtistCount"": 53, ""unknownGenreCount"": 1362, ""datedTrackCoverage"": 0.9792919171676687}",curated,radio_browser,,f
DJ 666 Geordieblackcore,dj-666-geordieblackcore,,,https://laut.fm/dj666geordieblackcore,"[""black metal"", ""crust"", ""death metal"", ""folk"", ""folk metal"", ""gore metal"", ""grindcore"", ""pagan black metal"", ""punk"", ""thrash metal""]",,"{""top"": [{""count"": 183, ""genre"": ""rock""}, {""count"": 171, ""genre"": ""black metal""}, {""count"": 118, ""genre"": ""metal""}, {""count"": 40, ""genre"": ""experimental""}, {""count"": 38, ""genre"": ""doom metal""}, {""count"": 25, ""genre"": ""electronic""}, {""count"": 22, ""genre"": ""death metal""}, {""count"": 15, ""genre"": ""dark ambient""}], ""totalCount"": 1146, ""unknownCount"": 912}","{""top"": [{""count"": 183, ""genre"": ""rock""}, {""count"": 171, ""genre"": ""black metal""}, {""count"": 118, ""genre"": ""metal""}, {""count"": 40, ""genre"": ""experimental""}, {""count"": 38, ""genre"": ""doom metal""}, {""count"": 25, ""genre"": ""electronic""}, {""count"": 22, ""genre"": ""death metal""}, {""count"": 15, ""genre"": ""dark ambient""}], ""updatedAt"": ""2026-09-16T19:28:03.062Z"", ""sampleSize"": 1954, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:27:43.096Z"", ""excludedCount"": 0, ""genreCoverage"": 0.20418848167539266, ""readinessTier"": ""ready"", ""resolvedCount"": 1146, ""resolutionRate"": 0.586489252814739, ""datedTrackCount"": 1132, ""genreTaggedCount"": 234, ""uniqueTrackCount"": 499, ""uniqueArtistCount"": 395, ""unknownGenreCount"": 912, ""datedTrackCoverage"": 0.987783595113438}",curated,radio_browser,,f
DKFM Classic,dkfm-classic,,,https://decayfm.com/dkfm-classic-2/,"[""shoegaze""]",,"{""top"": [{""count"": 1782, ""genre"": ""rock""}, {""count"": 1044, ""genre"": ""alternative rock""}, {""count"": 920, ""genre"": ""indie rock""}, {""count"": 915, ""genre"": ""shoegaze""}, {""count"": 447, ""genre"": ""electronic""}, {""count"": 348, ""genre"": ""ambient""}, {""count"": 301, ""genre"": ""ethereal wave""}, {""count"": 288, ""genre"": ""dream pop""}], ""totalCount"": 6712, ""unknownCount"": 4399}","{""top"": [{""count"": 1782, ""genre"": ""rock""}, {""count"": 1044, ""genre"": ""alternative rock""}, {""count"": 920, ""genre"": ""indie rock""}, {""count"": 915, ""genre"": ""shoegaze""}, {""count"": 447, ""genre"": ""electronic""}, {""count"": 348, ""genre"": ""ambient""}, {""count"": 301, ""genre"": ""ethereal wave""}, {""count"": 288, ""genre"": ""dream pop""}], ""updatedAt"": ""2026-09-16T19:17:20.568Z"", ""sampleSize"": 8357, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:31:15.015Z"", ""excludedCount"": 81, ""genreCoverage"": 0.34506937192301956, ""readinessTier"": ""ready"", ""resolvedCount"": 6703, ""resolutionRate"": 0.8020820868732799, ""datedTrackCount"": 6310, ""genreTaggedCount"": 2313, ""uniqueTrackCount"": 1642, ""uniqueArtistCount"": 241, ""unknownGenreCount"": 4390, ""datedTrackCoverage"": 0.9413695360286439}",curated,radio_browser,,f
Dare-FM,dare-fm,,The United States Of America,https://wdarefm.com/,"[""80s"", ""90s alternative"", ""alternative"", ""alternative / indie"", ""alternative classics"", ""alternative indie rock"", ""alternative rock"", ""new wave""]","DARE FM is ""World Famous"" for introducing a veritable ""Who&#039;s Who"" of artists in the Alternative Rock genre. Broadcasting on 92.7 as WLIR and WDRE in the New York Metro from 1970 to 2004. Now streaming on line at www.darefm.com","{""top"": [{""count"": 1, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""electronic rock""}, {""count"": 1, ""genre"": ""new romantic""}, {""count"": 1, ""genre"": ""new wave""}, {""count"": 1, ""genre"": ""synth-pop""}], ""totalCount"": 110, ""unknownCount"": 109}","{""top"": [{""count"": 1, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""electronic rock""}, {""count"": 1, ""genre"": ""new romantic""}, {""count"": 1, ""genre"": ""new wave""}, {""count"": 1, ""genre"": ""synth-pop""}], ""updatedAt"": ""2026-09-16T19:16:24.971Z"", ""sampleSize"": 4573, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:48.462Z"", ""excludedCount"": 1, ""genreCoverage"": 0.00909090909090909, ""readinessTier"": ""provisional"", ""resolvedCount"": 110, ""resolutionRate"": 0.024054231357970697, ""datedTrackCount"": 23, ""genreTaggedCount"": 1, ""uniqueTrackCount"": 61, ""uniqueArtistCount"": 58, ""unknownGenreCount"": 109, ""datedTrackCoverage"": 0.20909090909090908}",curated,radio_browser,mixed,f
